date,hour,demand
2021-03-01,0,56.77944656636295
2021-03-01,1,50.62304935389141
2021-03-01,2,51.361676187091405
2021-03-01,3,51.71606898826595
2021-03-01,5,48.501235140976036
2021-03-01,6,48.573117272832306
2021-03-01,7,62.32307223017972
2021-03-01,8,69.88053317761751
2021-03-01,9,77.33933016255287
2021-03-01,10,74.30784717320488
2021-03-01,11,76.79013283525224
2021-03-01,12,81.0817398161867
2021-03-01,13,82.54679469045008
2021-03-01,14,82.54679469045008
2021-03-01,15,82.16559025611882
2021-03-01,16,82.97389378610329
2021-03-01,17,86.34160035369044
2021-03-01,18,83.91170163628685
2021-03-01,19,80.25196620147567
2021-03-01,20,78.60088355887048
2021-03-01,21,65.70027836031225
2021-03-01,22,65.72110170146269
2021-03-01,23,56.18075521919413
2021-03-02,0,58.46630110100602
2021-03-02,1,54.85762815920893
2021-03-02,2,55.03365878388469
2021-03-02,4,52.877260181198636
2021-03-02,6,55.033746748414856
2021-03-02,7,62.79407374469751
2021-03-02,8,69.3824802478898
2021-03-02,9,72.37179870687497
2021-03-02,10,71.7217690834434
2021-03-02,11,75.84376218484947
2021-03-02,12,76.78420909097808
2021-03-02,13,78.78094654294394
2021-03-02,14,77.8784009954781
2021-03-02,15,72.81563407048355
2021-03-02,16,81.59232501046056
2021-03-02,17,86.92825295377186
2021-03-02,18,82.67680831329935
2021-03-02,19,79.01707287848816
2021-03-02,20,73.42690550294209
2021-03-02,21,67.80719085862398
2021-03-02,22,60.106085116825795
2021-03-02,23,56.3402432805412
2021-03-03,0,57.71850519826434
2021-03-03,2,56.02543247818769
2021-03-03,3,54.09800679695243
2021-03-03,4,52.73690558662585
2021-03-03,5,54.8215100219858
2021-03-03,6,54.89339215384207
2021-03-03,7,61.857566336063755
2021-03-03,8,67.75440951520729
2021-03-03,9,71.08685784238462
2021-03-03,10,70.43682821895305
2021-03-03,11,73.18146406232317
2021-03-03,12,73.9039838613926
2021-03-03,13,64.25623547162533
2021-03-03,14,64.25623547162533
2021-03-03,15,66.49022504370744
2021-03-03,16,77.70663446931012
2021-03-03,17,83.44635619920052
2021-03-03,18,83.51264647505589
2021-03-03,19,80.80594173194054
2021-03-03,20,75.55643772813218
2021-03-03,21,73.28419822166178
2021-03-03,22,65.05035936685861
2021-03-03,23,60.152389241698245
2021-03-04,0,57.948727122732436
2021-03-04,1,55.13620699499632
2021-03-04,2,56.255654402655786
2021-03-04,4,52.96712751109395
2021-03-04,6,55.12361407831017
2021-03-04,7,62.08778826053185
2021-03-04,8,67.98463143967538
2021-03-04,9,71.07573141430855
2021-03-04,10,70.42570179087699
2021-03-04,11,73.21818048403816
2021-03-04,12,74.3331131122572
2021-03-04,13,74.03032621551775
2021-03-04,14,74.03032621551775
2021-03-04,15,76.47297124995386
2021-03-04,16,76.22316363060156
2021-03-04,17,81.96288536049197
2021-03-04,18,82.05084983719127
2021-03-04,19,79.68020290488289
2021-03-04,20,73.9231490786316
2021-03-04,21,70.64849548010443
2021-03-04,22,68.09311488931067
2021-03-04,23,63.19514476415028
2021-03-05,0,60.124481961634935
2021-03-05,1,56.10370066890346
2021-03-05,2,58.204879851937456
2021-03-05,3,55.80685141447693
2021-03-05,4,53.78474607600714
2021-03-05,5,54.89560447131231
2021-03-05,6,54.96748660316858
2021-03-05,7,62.24622880058924
2021-03-05,8,68.84967465710915
2021-03-05,9,75.0564181186387
2021-03-05,10,78.27826303966333
2021-03-05,11,85.08396463535037
2021-03-05,12,88.52374684092199
2021-03-05,13,88.71448074341119
2021-03-05,14,88.70092646168719
2021-03-05,15,90.00586320644695
2021-03-05,16,90.09875128995488
2021-03-05,17,89.92450784302223
2021-03-05,18,88.84311472228042
2021-03-05,19,84.72280459096564
2021-03-05,20,77.94050257106714
2021-03-05,21,73.09135498073678
2021-03-05,22,69.2168220950939
2021-03-05,23,62.87604853277905
2021-03-06,0,62.92478752659941
2021-03-06,1,57.94610327291061
2021-03-06,2,61.53001618577593
2021-03-06,4,57.44403389888163
2021-03-06,7,58.86791346329075
2021-03-06,8,64.85641248369015
2021-03-06,9,78.4512271398698
2021-03-06,10,88.33002919299886
2021-03-06,11,98.97530494190805
2021-03-06,12,110.08943676637323
2021-03-06,13,112.64865994833899
2021-03-06,14,112.63510566661499
2021-03-06,15,108.52188556008478
2021-03-06,16,108.90161871583393
2021-03-06,17,95.98401607885795
2021-03-06,18,99.94123785551032
2021-03-06,19,97.16863545448489
2021-03-06,20,83.57493565971683
2021-03-06,21,75.60738307064719
2021-03-06,22,69.81453084707289
2021-03-06,23,61.46572205181343
2021-03-07,0,63.047844401272535
2021-03-07,1,58.06916014758374
2021-03-07,2,61.65307306044905
2021-03-07,3,56.611621409033056
2021-03-07,4,57.56709077355475
2021-03-07,5,55.16953492755279
2021-03-07,7,58.87387259061591
2021-03-07,8,64.33534977838306
2021-03-07,9,75.95812057615402
2021-03-07,10,81.70587161888716
2021-03-07,11,92.35114736779634
2021-03-07,12,96.02945763432946
2021-03-07,13,99.67528292633915
2021-03-07,14,97.91169991867311
2021-03-07,15,96.36000618219039
2021-03-07,16,94.85607013387194
2021-03-07,17,88.19440109367001
2021-03-07,18,88.6221898699838
2021-03-07,19,87.86906138659096
2021-03-07,20,77.45199501928829
2021-03-07,21,73.05856413537093
2021-03-07,22,68.47075866124
2021-03-07,23,61.06971811494135
2021-03-08,0,54.40087803953672
2021-03-08,1,48.74741651625487
2021-03-08,2,51.91219386226989
2021-03-08,3,49.651724644737335
2021-03-08,4,49.77335716424207
2021-03-08,6,50.68446834027327
2021-03-08,7,59.5770319745721
2021-03-08,8,65.55049164164389
2021-03-08,9,70.51035645330353
2021-03-08,10,69.47313074049802
2021-03-08,11,70.3129121900096
2021-03-08,12,73.98892295276791
2021-03-08,13,73.68613605602846
2021-03-08,14,73.68613605602846
2021-03-08,15,72.73276343465415
2021-03-08,16,75.77815715858537
2021-03-08,17,77.01169329632489
2021-03-08,18,77.693236694208
2021-03-08,19,75.75073610715175
2021-03-08,20,71.4413646895357
2021-03-08,21,62.384824276131944
2021-03-08,22,58.80576962833465
2021-03-08,23,53.907799503174274
2021-03-09,0,56.87597642123898
2021-03-09,1,51.784569749610576
2021-03-09,2,54.38675088710136
2021-03-09,3,50.976591476034784
2021-03-09,4,51.09822399553951
2021-03-09,5,51.02314593185707
2021-03-09,6,52.009335171570726
2021-03-09,7,60.29072345796874
2021-03-09,8,66.87912996116103
2021-03-09,9,70.3514173132389
2021-03-09,10,69.70138768980733
2021-03-09,11,70.82386131175294
2021-03-09,12,71.00010406182243
2021-03-09,13,70.32645419531961
2021-03-09,14,70.32645419531961
2021-03-09,15,69.3730815739453
2021-03-09,16,74.80275466973994
2021-03-09,17,78.0045121832036
2021-03-09,18,77.61701738521334
2021-03-09,19,75.6745167981571
2021-03-09,20,71.4413646895357
2021-03-09,21,63.8700317294751
2021-03-09,22,60.458797310104345
2021-03-09,23,55.56082718494397
2021-03-10,0,57.70737877018828
2021-03-10,1,53.41212491262085
2021-03-10,2,56.01430605011163
2021-03-10,4,52.725779158549784
2021-03-10,6,53.636890334581
2021-03-10,7,61.122125806918035
2021-03-10,8,67.01896898606157
2021-03-10,9,70.3514173132389
2021-03-10,10,69.70138768980733
2021-03-10,11,70.82386131175294
2021-03-10,12,70.78217695476324
2021-03-10,13,70.10852708826043
2021-03-10,14,70.10852708826043
2021-03-10,15,69.78673059673314
2021-03-10,16,74.58482756268076
2021-03-10,17,78.08745909862441
2021-03-10,18,78.50139549776708
2021-03-10,19,76.55889491071083
2021-03-10,20,73.17884026334703
2021-03-10,21,67.79338895583116
2021-03-10,22,67.95995146495416
2021-03-10,23,63.061981339793796
2021-03-11,0,57.948727122732436
2021-03-11,2,56.255654402655786
2021-03-11,3,57.2108812306607
2021-03-11,4,54.817376989582
2021-03-11,5,53.26137159297737
2021-03-11,6,54.24756083269102
2021-03-11,7,62.50572229754673
2021-03-11,8,67.78761864056976
2021-03-11,9,70.3514173132389
2021-03-11,10,69.70138768980733
2021-03-11,11,72.4938663829685
2021-03-11,12,72.84459485512842
2021-03-11,13,72.54180795838897
2021-03-11,14,72.54180795838897
2021-03-11,15,72.74736279887833
2021-03-11,16,74.73464537347279
2021-03-11,17,78.23727690941644
2021-03-11,18,78.67288750940303
2021-03-11,19,77.06644473315377
2021-03-11,20,73.17884026334703
2021-03-11,21,70.57880043233541
2021-03-11,22,69.0453956897625
2021-03-11,23,64.1474255646021
2021-03-12,0,58.890933208502446
2021-03-12,1,57.196416853879256
2021-03-12,2,57.048853975844665
2021-03-12,4,53.98796083300401
2021-03-12,5,50.80250753689384
2021-03-12,6,51.788696776607495
2021-03-12,7,61.33017104947107
2021-03-12,8,66.93447582259145
2021-03-12,9,72.3941869589216
2021-03-12,10,75.61603187994622
2021-03-12,11,82.42173347563326
2021-03-12,12,86.30786476770565
2021-03-12,13,86.65481932616493
2021-03-12,14,86.64126504444093
2021-03-12,15,87.38657620745433
2021-03-12,16,87.88286921673854
2021-03-12,17,87.14900018805953
2021-03-12,18,87.9724975298595
2021-03-12,19,83.40583831204394
2021-03-12,20,76.62353629214545
2021-03-12,21,74.31845182577517
2021-03-12,22,70.07284014611464
2021-03-12,23,64.88354775866426
2021-03-13,0,61.35577881679651
2021-03-13,1,56.41055153060778
2021-03-13,2,57.67361013253102
2021-03-13,5,49.27577595096907
2021-03-13,6,49.828736071092955
2021-03-13,7,58.91461172088544
2021-03-13,8,64.5189164940058
2021-03-13,9,76.38590522906622
2021-03-13,10,86.53150054798675
2021-03-13,11,97.2454429877749
2021-03-13,12,108.80592389874084
2021-03-13,13,111.52136773667668
2021-03-13,14,111.50781345495268
2021-03-13,15,111.5482283398081
2021-03-13,16,109.08133973389478
2021-03-13,17,101.93384836785214
2021-03-13,18,98.34548650786988
2021-03-13,19,95.12653502034367
2021-03-13,20,81.19737526890519
2021-03-13,21,76.49901995901516
2021-03-13,22,70.33508894142321
2021-03-13,23,63.13776132102824
2021-03-14,0,61.478835691469634
2021-03-14,1,59.161984182208705
2021-03-14,2,60.42504278413194
2021-03-14,3,58.46331340835731
2021-03-14,5,54.77198035007598
2021-03-14,6,55.32494047019986
2021-03-14,7,60.192265034670015
2021-03-14,8,65.42576863112821
2021-03-14,9,74.77415347654004
2021-03-14,10,80.78869778506464
2021-03-14,11,91.50264022485278
2021-03-14,12,95.62729957788667
2021-03-14,13,99.27312486989636
2021-03-14,14,97.50954186223032
2021-03-14,15,99.59131291151351
2021-03-14,16,93.99123345774031
2021-03-14,17,90.96302920330429
2021-03-14,18,86.82416393411835
2021-03-14,19,85.62468636422473
2021-03-14,20,74.87216004025164
2021-03-14,21,73.02279228029437
2021-03-14,22,67.05519361270348
2021-03-14,23,61.26831286095817
2021-03-15,0,57.337388396986725
2021-03-15,1,52.74585843149481
2021-03-15,2,55.21027890615661
2021-03-15,4,49.73763841784496
2021-03-15,5,51.01718233099355
2021-03-15,6,52.0033715707072
2021-03-15,7,61.35400343081125
2021-03-15,8,66.75402034112047
2021-03-15,9,71.06472575699702
2021-03-15,10,69.40446404961907
2021-03-15,11,70.3129121900096
2021-03-15,12,73.98892295276791
2021-03-15,13,74.04792419659856
2021-03-15,14,74.04792419659856
2021-03-15,15,72.82911955101521
2021-03-15,16,76.13994529915547
2021-03-15,17,76.24010187293804
2021-03-15,18,77.18707729503018
2021-03-15,19,75.24457670797393
2021-03-15,20,71.10590473286528
2021-03-15,21,66.43850085204483
2021-03-15,22,60.537007696474035
2021-03-15,23,55.639037571313665
2021-03-16,0,55.75415476176713
2021-03-16,1,52.61450890829258
2021-03-16,2,54.66463892635786
2021-03-16,4,50.14107756248992
2021-03-16,5,52.719016744759045
2021-03-16,6,52.40681071535216
2021-03-16,7,60.6470037775893
2021-03-16,8,66.04702068789852
2021-03-16,9,70.01595735656848
2021-03-16,10,69.63272099892838
2021-03-16,11,70.82386131175294
2021-03-16,12,71.00010406182243
2021-03-16,13,70.68824233588971
2021-03-16,14,70.68824233588971
2021-03-16,15,69.46943769030636
2021-03-16,16,75.16454281031004
2021-03-16,17,77.23292075981675
2021-03-16,18,77.11085798603553
2021-03-16,19,75.16835739897928
2021-03-16,20,71.10590473286528
2021-03-16,21,66.07863489676475
2021-03-16,22,61.54087598246064
2021-03-16,23,56.64290585730027
2021-03-17,0,56.012114353953876
2021-03-17,1,51.63254206882512
2021-03-17,2,53.6826720868904
2021-03-17,4,49.15911072302246
2021-03-17,5,52.149022425524215
2021-03-17,6,51.83681639611733
2021-03-17,7,60.90496336977604
2021-03-17,8,66.18685971279906
2021-03-17,9,70.01595735656848
2021-03-17,10,69.63272099892838
2021-03-17,11,70.82386131175294
2021-03-17,12,70.78217695476324
2021-03-17,13,70.47031522883053
2021-03-17,14,70.47031522883053
2021-03-17,15,71.09158241737674
2021-03-17,16,74.94661570325086
2021-03-17,17,78.5243633795201
2021-03-17,18,77.86614603971603
2021-03-17,19,75.92364545265978
2021-03-17,20,72.71429024780338
2021-03-17,21,69.8729020642476
2021-03-17,22,68.59672240106717
2021-03-17,23,63.69875227590683
2021-03-18,0,56.05153705564969
2021-03-18,1,52.76739741385591
2021-03-18,2,53.87627526715274
2021-03-18,4,49.19496094925991
2021-03-18,5,49.42842535063353
2021-03-18,6,49.11621932122665
2021-03-18,7,60.944386071471854
2021-03-18,8,66.22628241449489
2021-03-18,9,70.01595735656848
2021-03-18,10,69.63272099892838
2021-03-18,11,72.4938663829685
2021-03-18,12,72.84459485512842
2021-03-18,13,72.90359609895907
2021-03-18,14,72.90359609895907
2021-03-18,15,74.05221461952193
2021-03-18,16,75.09643351404289
2021-03-18,17,78.67418119031213
2021-03-18,18,78.77119589064843
2021-03-18,19,77.16475311439918
2021-03-18,20,73.44784808709983
2021-03-18,21,70.64588260523988
2021-03-18,22,69.36970294205945
2021-03-18,23,64.47173281689908
2021-03-19,0,58.43067802522146
2021-03-19,2,56.255416236724514
2021-03-19,4,49.2669161121155
2021-03-19,5,49.26463997869139
2021-03-19,6,48.9524339492845
2021-03-19,7,59.973259692891695
2021-03-19,8,65.57756446601209
2021-03-19,9,72.13585742648894
2021-03-19,10,75.62449561330503
2021-03-19,11,82.49886389987103
2021-03-19,12,86.36877396732105
2021-03-19,13,88.00006137457616
2021-03-19,14,87.87621832494567
2021-03-19,15,88.28655807458938
2021-03-19,16,84.96504608277961
2021-03-19,17,83.36042709735183
2021-03-19,18,88.2286059590479
2021-03-19,19,84.08743651670493
2021-03-19,20,76.2184443501034
2021-03-19,21,72.28887733529514
2021-03-19,22,68.3004907350271
2021-03-19,23,62.21454217427838
2021-03-20,0,61.230983590185936
2021-03-20,1,56.3066431190416
2021-03-20,2,59.580552570562986
2021-03-20,5,49.238883957449026
2021-03-20,6,47.66194816730868
2021-03-20,7,56.6907464474894
2021-03-20,8,62.2950512206098
2021-03-20,9,76.46303565330399
2021-03-20,10,86.60863097222452
2021-03-20,11,97.32257341201266
2021-03-20,12,108.88305432297861
2021-03-20,13,112.88283100971029
2021-03-20,14,112.75898796007979
2021-03-20,15,110.55933632562144
2021-03-20,16,103.97376869613414
2021-03-20,17,96.38753593217083
2021-03-20,18,98.60159493705828
2021-03-20,19,95.80813322500465
2021-03-20,20,81.12774328353356
2021-03-20,21,76.99947012430471
2021-03-20,22,71.09276418610523
2021-03-20,23,62.94019798156317
2021-03-21,1,55.26202717456598
2021-03-21,2,58.888790318088354
2021-03-21,3,49.7558385278075
2021-03-21,5,48.19138834933998
2021-03-21,7,57.090322242589075
2021-03-21,8,62.32382583904731
2021-03-21,9,74.64971331510996
2021-03-21,10,80.66425762363457
2021-03-21,11,91.37820006342271
2021-03-21,12,95.33676221672285
2021-03-21,13,99.50776034614205
2021-03-21,14,97.63388857056951
