date,hour,demand
2021-03-01,0,60.06943993834359
2021-03-01,1,61.21976720374278
2021-03-01,2,62.37009446914195
2021-03-01,3,63.52042173454113
2021-03-01,5,65.82107626533949
2021-03-01,6,66.97140353073867
2021-03-01,7,68.12173079613784
2021-03-01,8,69.27205806153702
2021-03-01,9,70.4223853269362
2021-03-01,10,71.57271259233538
2021-03-01,11,72.72303985773456
2021-03-01,12,73.87336712313373
2021-03-01,13,75.0236943885329
2021-03-01,14,76.1740216539321
2021-03-01,15,77.32434891933127
2021-03-01,16,78.47467618473044
2021-03-01,17,79.62500345012963
2021-03-01,18,80.77533071552881
2021-03-01,19,81.92565798092798
2021-03-01,20,83.07598524632715
2021-03-01,21,84.22631251172633
2021-03-01,22,85.37663977712552
2021-03-01,23,86.52696704252469
2021-03-02,0,58.91843425393901
2021-03-02,1,60.068761519338196
2021-03-02,2,61.21908878473738
2021-03-02,4,63.519743315535734
2021-03-02,6,65.82039784633409
2021-03-02,7,66.97072511173326
2021-03-02,8,68.12105237713244
2021-03-02,9,69.27137964253161
2021-03-02,10,70.4217069079308
2021-03-02,11,71.57203417332997
2021-03-02,12,72.72236143872915
2021-03-02,13,73.87268870412834
2021-03-02,14,75.0230159695275
2021-03-02,15,76.17334323492669
2021-03-02,16,77.32367050032587
2021-03-02,17,78.47399776572504
2021-03-02,18,79.62432503112422
2021-03-02,19,80.7746522965234
2021-03-02,20,81.92497956192258
2021-03-02,21,83.07530682732175
2021-03-02,22,84.22563409272094
2021-03-02,23,85.37596135812012
2021-03-03,0,64.80746196487927
2021-03-03,2,67.10811649567763
2021-03-03,3,68.2584437610768
2021-03-03,4,69.40877102647599
2021-03-03,5,70.55909829187516
2021-03-03,6,71.70942555727434
2021-03-03,7,72.85975282267351
2021-03-03,8,74.0100800880727
2021-03-03,9,75.16040735347187
2021-03-03,10,76.31073461887105
2021-03-03,11,77.46106188427022
2021-03-03,12,78.6113891496694
2021-03-03,13,79.76171641506859
2021-03-03,14,80.91204368046776
2021-03-03,15,82.06237094586695
2021-03-03,16,83.21269821126613
2021-03-03,17,84.3630254766653
2021-03-03,18,85.51335274206447
2021-03-03,19,86.66368000746365
2021-03-03,20,87.81400727286284
2021-03-03,21,88.96433453826201
2021-03-03,22,90.11466180366119
2021-03-03,23,91.26498906906038
2021-03-04,0,63.65645628047467
2021-03-04,1,64.80678354587386
2021-03-04,2,65.95711081127303
2021-03-04,4,68.2577653420714
2021-03-04,6,70.55841987286975
2021-03-04,7,71.70874713826892
2021-03-04,8,72.8590744036681
2021-03-04,9,74.00940166906727
2021-03-04,10,75.15972893446646
2021-03-04,11,76.31005619986564
2021-03-04,12,77.46038346526481
2021-03-04,13,78.61071073066398
2021-03-04,14,79.76103799606318
2021-03-04,15,80.91136526146235
2021-03-04,16,82.06169252686152
2021-03-04,17,83.2120197922607
2021-03-04,18,84.36234705765989
2021-03-04,19,85.51267432305906
2021-03-04,20,86.66300158845823
2021-03-04,21,87.81332885385741
2021-03-04,22,88.9636561192566
2021-03-04,23,90.11398338465577
2021-03-05,0,73.06550068908739
2021-03-05,1,74.21582795448657
2021-03-05,2,75.36615521988575
2021-03-05,3,76.51648248528493
2021-03-05,4,77.66680975068411
2021-03-05,5,78.81713701608328
2021-03-05,6,79.96746428148246
2021-03-05,7,81.11779154688163
2021-03-05,8,82.26811881228082
2021-03-05,9,83.41844607767999
2021-03-05,10,84.56877334307917
2021-03-05,11,85.71910060847834
2021-03-05,12,86.86942787387753
2021-03-05,13,88.01975513927671
2021-03-05,14,89.17008240467588
2021-03-05,15,90.32040967007507
2021-03-05,16,91.47073693547425
2021-03-05,17,92.62106420087342
2021-03-05,18,93.77139146627259
2021-03-05,19,94.92171873167177
2021-03-05,20,96.07204599707096
2021-03-05,21,97.22237326247013
2021-03-05,22,98.37270052786931
2021-03-05,23,99.5230277932685
2021-03-06,0,64.87446160933793
2021-03-06,1,66.0247888747371
2021-03-06,2,67.1751161401363
2021-03-06,4,69.47577067093464
2021-03-06,7,72.92675246713218
2021-03-06,8,74.07707973253135
2021-03-06,9,75.22740699793052
2021-03-06,10,76.37773426332971
2021-03-06,11,77.52806152872888
2021-03-06,12,78.67838879412805
2021-03-06,13,79.82871605952725
2021-03-06,14,80.97904332492642
2021-03-06,15,82.12937059032559
2021-03-06,16,83.27969785572479
2021-03-06,17,84.43002512112396
2021-03-06,18,85.58035238652313
2021-03-06,19,86.7306796519223
2021-03-06,20,87.8810069173215
2021-03-06,21,89.03133418272067
2021-03-06,22,90.18166144811984
2021-03-06,23,91.33198871351904
2021-03-07,0,74.28350601795063
2021-03-07,1,75.43383328334981
2021-03-07,2,76.584160548749
2021-03-07,3,77.73448781414817
2021-03-07,4,78.88481507954735
2021-03-07,5,80.03514234494652
2021-03-07,7,82.33579687574488
2021-03-07,8,83.48612414114406
2021-03-07,9,84.63645140654323
2021-03-07,10,85.78677867194241
2021-03-07,11,86.93710593734158
2021-03-07,12,88.08743320274077
2021-03-07,13,89.23776046813995
2021-03-07,14,90.38808773353912
2021-03-07,15,91.53841499893831
2021-03-07,16,92.68874226433749
2021-03-07,17,93.83906952973666
2021-03-07,18,94.98939679513583
2021-03-07,19,96.13972406053502
2021-03-07,20,97.2900513259342
2021-03-07,21,98.44037859133337
2021-03-07,22,99.59070585673255
2021-03-07,23,100.74103312213174
2021-03-08,0,59.20246223116564
2021-03-08,1,60.352789496564824
2021-03-08,2,61.503116761963994
2021-03-08,3,62.65344402736318
2021-03-08,4,63.80377129276236
2021-03-08,6,66.10442582356072
2021-03-08,7,67.25475308895989
2021-03-08,8,68.40508035435907
2021-03-08,9,69.55540761975824
2021-03-08,10,70.70573488515743
2021-03-08,11,71.85606215055661
2021-03-08,12,73.00638941595578
2021-03-08,13,74.15671668135495
2021-03-08,14,75.30704394675415
2021-03-08,15,76.45737121215332
2021-03-08,16,77.60769847755249
2021-03-08,17,78.75802574295167
2021-03-08,18,79.90835300835086
2021-03-08,19,81.05868027375003
2021-03-08,20,82.2090075391492
2021-03-08,21,83.35933480454838
2021-03-08,22,84.50966206994757
2021-03-08,23,85.65998933534674
2021-03-09,0,65.09148994210592
2021-03-09,1,66.24181720750511
2021-03-09,2,67.39214447290428
2021-03-09,3,68.54247173830346
2021-03-09,4,69.69279900370265
2021-03-09,5,70.84312626910182
2021-03-09,6,71.993453534501
2021-03-09,7,73.14378079990017
2021-03-09,8,74.29410806529935
2021-03-09,9,75.44443533069852
2021-03-09,10,76.59476259609771
2021-03-09,11,77.7450898614969
2021-03-09,12,78.89541712689606
2021-03-09,13,80.04574439229523
2021-03-09,14,81.19607165769443
2021-03-09,15,82.3463989230936
2021-03-09,16,83.49672618849277
2021-03-09,17,84.64705345389196
2021-03-09,18,85.79738071929114
2021-03-09,19,86.94770798469031
2021-03-09,20,88.09803525008948
2021-03-09,21,89.24836251548867
2021-03-09,22,90.39868978088785
2021-03-09,23,91.54901704628702
2021-03-10,0,60.4204675600289
2021-03-10,1,61.57079482542808
2021-03-10,2,62.721122090827265
2021-03-10,4,65.02177662162562
2021-03-10,6,67.32243115242397
2021-03-10,7,68.47275841782314
2021-03-10,8,69.62308568322233
2021-03-10,9,70.7734129486215
2021-03-10,10,71.92374021402068
2021-03-10,11,73.07406747941985
2021-03-10,12,74.22439474481904
2021-03-10,13,75.37472201021822
2021-03-10,14,76.52504927561739
2021-03-10,15,77.67537654101658
2021-03-10,16,78.82570380641576
2021-03-10,17,79.97603107181493
2021-03-10,18,81.1263583372141
2021-03-10,19,82.27668560261328
2021-03-10,20,83.42701286801247
2021-03-10,21,84.57734013341164
2021-03-10,22,85.72766739881082
2021-03-10,23,86.87799466421001
2021-03-11,0,66.30949527096917
2021-03-11,2,68.61014980176752
2021-03-11,3,69.7604770671667
2021-03-11,4,70.91080433256589
2021-03-11,5,72.06113159796506
2021-03-11,6,73.21145886336424
2021-03-11,7,74.36178612876341
2021-03-11,8,75.5121133941626
2021-03-11,9,76.66244065956177
2021-03-11,10,77.81276792496095
2021-03-11,11,78.96309519036014
2021-03-11,12,80.1134224557593
